Player_Latitude,Player_Longitude,Timestamp
34.172802,-118.309773,2025-06-16 18:37:14.922 UTC
34.167868,-118.280823,2026-07-26 04:52:27.09 UTC
51.536704,-0.205926,2025-10-02 18:18:56.239 UTC
51.536704,-0.205926,2025-07-10 21:05:50.258 UTC
34.172802,-118.309773,2025-09-24 15:05:17.318 UTC
33.946213,-118.118754,2025-10-09 16:38:19.226 UTC
33.924501,-118.300070,2025-10-09 13:39:08.548 UTC
33.885170,-118.305874,2025-10-09 01:44:35.935 UTC
33.885170,-118.305874,2025-10-09 01:12:19.812 UTC
34.167868,-118.280823,2025-10-09 23:36:11.302 UTC
40.765753,-74.024662,2026-02-04 15:47:29.176 UTC
34.167868,-118.280823,2025-08-21 04:45:11.875 UTC
33.885170,-118.305874,2026-04-11 21:17:52.148 UTC
34.094272,-118.147641,2026-04-11 21:14:45.693 UTC
33.885170,-118.305874,2026-04-11 21:17:38.209 UTC
33.885170,-118.305874,2026-04-11 22:23:03.119 UTC
34.094272,-118.147641,2026-04-11 22:48:04.327 UTC
33.885170,-118.305874,2026-04-11 21:11:13.098 UTC
34.094272,-118.147641,2026-04-11 21:12:44.533 UTC
34.094272,-118.147641,2026-04-11 21:40:16 UTC
33.885170,-118.305874,2026-04-11 21:07:07.293 UTC
33.885170,-118.305874,2026-04-11 21:57:26.027 UTC
34.094272,-118.147641,2026-04-11 21:40:08.687 UTC
34.094272,-118.147641,2026-04-11 22:51:47.41 UTC
34.089497,-118.291513,2026-04-11 18:17:17.244 UTC
34.167868,-118.280823,2026-04-11 14:37:11.736 UTC
34.006087,-118.146532,2025-11-19 23:29:29.341 UTC
34.006087,-118.146532,2025-11-19 22:56:09.368 UTC
33.927280,-118.127761,2025-11-19 21:19:04.999 UTC
33.885170,-118.305874,2025-07-31 01:57:52.588 UTC
34.167868,-118.280823,2025-11-19 04:09:45.858 UTC
34.020534,-118.403227,2025-11-19 16:14:12.796 UTC
34.044208,-118.326527,2025-11-19 15:43:15.276 UTC
34.167868,-118.280823,2025-11-19 03:22:29.298 UTC
34.167868,-118.280823,2025-11-19 01:47:46.936 UTC
34.085147,-118.352408,2025-11-19 16:31:52.115 UTC
34.008697,-118.297858,2025-11-19 16:43:36.24 UTC
40.722644,-73.991843,2025-11-19 18:31:00.812 UTC
33.997741,-118.212752,2025-11-19 18:00:30.716 UTC
34.167868,-118.280823,2025-11-07 03:00:07.1 UTC
34.167868,-118.280823,2025-06-08 22:34:11.16 UTC
33.893808,-118.181120,2025-11-01 02:22:13.988 UTC
34.179625,-118.185674,2025-11-01 02:44:52.606 UTC
34.162350,-118.192800,2025-11-01 02:00:54.88 UTC
34.167868,-118.280823,2025-11-01 05:57:24.577 UTC
34.162350,-118.192800,2025-11-01 03:31:23.097 UTC
33.893808,-118.181120,2025-11-01 02:18:06.906 UTC
34.167868,-118.280823,2026-04-18 22:43:36.445 UTC
