Player_Latitude,Player_Longitude,Timestamp
34.160000,-118.320000,2025-06-16 18:37:14.922 UTC
34.160000,-118.280000,2026-07-26 04:52:27.09 UTC
51.520000,-0.200000,2025-10-02 18:18:56.239 UTC
51.520000,-0.200000,2025-07-10 21:05:50.258 UTC
34.160000,-118.320000,2025-09-24 15:05:17.318 UTC
33.960000,-118.120000,2025-10-09 16:38:19.226 UTC
33.920000,-118.320000,2025-10-09 13:39:08.548 UTC
33.880000,-118.320000,2025-10-09 01:44:35.935 UTC
33.880000,-118.320000,2025-10-09 01:12:19.812 UTC
34.160000,-118.280000,2025-10-09 23:36:11.302 UTC
40.760000,-74.040000,2026-02-04 15:47:29.176 UTC
34.160000,-118.280000,2025-08-21 04:45:11.875 UTC
33.880000,-118.320000,2026-04-11 21:17:52.148 UTC
34.080000,-118.160000,2026-04-11 21:14:45.693 UTC
33.880000,-118.320000,2026-04-11 21:17:38.209 UTC
33.880000,-118.320000,2026-04-11 22:23:03.119 UTC
34.080000,-118.160000,2026-04-11 22:48:04.327 UTC
33.880000,-118.320000,2026-04-11 21:11:13.098 UTC
34.080000,-118.160000,2026-04-11 21:12:44.533 UTC
34.080000,-118.160000,2026-04-11 21:40:16 UTC
33.880000,-118.320000,2026-04-11 21:07:07.293 UTC
33.880000,-118.320000,2026-04-11 21:57:26.027 UTC
34.080000,-118.160000,2026-04-11 21:40:08.687 UTC
34.080000,-118.160000,2026-04-11 22:51:47.41 UTC
34.080000,-118.280000,2026-04-11 18:17:17.244 UTC
34.160000,-118.280000,2026-04-11 14:37:11.736 UTC
34.000000,-118.160000,2025-11-19 23:29:29.341 UTC
34.000000,-118.160000,2025-11-19 22:56:09.368 UTC
33.920000,-118.120000,2025-11-19 21:19:04.999 UTC
33.880000,-118.320000,2025-07-31 01:57:52.588 UTC
34.160000,-118.280000,2025-11-19 04:09:45.858 UTC
34.040000,-118.400000,2025-11-19 16:14:12.796 UTC
34.040000,-118.320000,2025-11-19 15:43:15.276 UTC
34.160000,-118.280000,2025-11-19 03:22:29.298 UTC
34.160000,-118.280000,2025-11-19 01:47:46.936 UTC
34.080000,-118.360000,2025-11-19 16:31:52.115 UTC
34.000000,-118.280000,2025-11-19 16:43:36.24 UTC
40.720000,-74.000000,2025-11-19 18:31:00.812 UTC
34.000000,-118.200000,2025-11-19 18:00:30.716 UTC
34.160000,-118.280000,2025-11-07 03:00:07.1 UTC
34.160000,-118.280000,2025-06-08 22:34:11.16 UTC
33.880000,-118.200000,2025-11-01 02:22:13.988 UTC
34.160000,-118.200000,2025-11-01 02:44:52.606 UTC
34.160000,-118.200000,2025-11-01 02:00:54.88 UTC
34.160000,-118.280000,2025-11-01 05:57:24.577 UTC
34.160000,-118.200000,2025-11-01 03:31:23.097 UTC
33.880000,-118.200000,2025-11-01 02:18:06.906 UTC
34.160000,-118.280000,2026-04-18 22:43:36.445 UTC
34.160000,-118.360000,2026-06-08 01:21:11.995 UTC
-23.560000,-46.680000,2026-01-03 21:43:10.406 UTC
33.960000,-118.120000,2026-01-03 21:45:52.069 UTC
33.880000,-118.320000,2025-07-06 22:51:48.519 UTC
33.880000,-118.320000,2025-07-06 22:56:46.327 UTC
33.880000,-118.320000,2025-07-06 22:16:01.998 UTC
33.880000,-118.320000,2025-07-06 22:16:12.084 UTC
33.880000,-118.320000,2025-07-06 22:58:40.905 UTC
34.080000,-118.160000,2025-07-06 22:35:29.499 UTC
34.080000,-118.160000,2025-07-06 22:21:53.609 UTC
34.080000,-118.160000,2025-07-06 23:08:54.34 UTC
34.080000,-118.160000,2025-07-06 22:21:48.97 UTC
34.080000,-118.160000,2025-07-06 23:10:47.058 UTC
34.080000,-118.160000,2026-01-18 23:56:33.315 UTC
33.880000,-118.320000,2026-01-18 23:42:18.301 UTC
34.080000,-118.160000,2026-01-18 23:47:45.26 UTC
34.080000,-118.160000,2026-01-18 23:51:21.377 UTC
34.080000,-118.160000,2026-01-18 23:54:14.395 UTC
34.080000,-118.160000,2026-01-18 23:53:29.491 UTC
33.880000,-118.320000,2026-01-18 23:30:12.641 UTC
33.880000,-118.320000,2026-01-18 23:00:22.285 UTC
34.080000,-118.160000,2026-01-18 00:10:12.371 UTC
34.080000,-118.400000,2026-04-18 01:18:24.586 UTC
34.080000,-118.400000,2026-04-18 00:49:41.429 UTC
34.160000,-118.280000,2025-09-13 03:40:10.184 UTC
34.160000,-118.280000,2025-09-13 03:45:39.256 UTC
34.160000,-118.360000,2025-08-24 17:53:29.822 UTC
34.160000,-118.360000,2025-08-24 18:30:52.688 UTC
34.160000,-118.280000,2025-12-23 06:16:18.052 UTC
34.120000,-118.200000,2025-11-17 15:16:12.394 UTC
34.000000,-118.040000,2025-11-17 00:24:47.015 UTC
33.880000,-118.320000,2025-11-17 00:52:19.651 UTC
34.080000,-118.160000,2025-11-17 00:20:25.898 UTC
34.080000,-118.160000,2025-11-17 00:47:09.637 UTC
34.080000,-118.160000,2025-11-17 00:12:59.38 UTC
34.080000,-118.160000,2025-11-17 00:44:47.711 UTC
34.160000,-118.280000,2026-07-25 17:30:52.015 UTC
33.880000,-118.320000,2026-01-30 22:36:09.895 UTC
34.160000,-118.280000,2025-11-29 01:21:06.157 UTC
34.080000,-118.160000,2026-01-16 04:04:09.23 UTC
33.880000,-118.320000,2026-01-16 03:28:41.123 UTC
34.080000,-118.160000,2026-01-16 03:35:14.478 UTC
33.880000,-118.320000,2026-01-16 03:17:33.581 UTC
33.920000,-118.280000,2026-04-25 20:21:22.271 UTC
