Player_Latitude,Player_Longitude,Fort_Latitude,Fort_Longitude,Timestamp
34.194120,-118.363604,34.194120,-118.363604,2025-08-09 21:20:18.852 UTC
34.094272,-118.147641,34.094272,-118.147641,2025-07-06 22:48:52.207 UTC
35.622736,139.655754,35.622736,139.655754,2025-07-06 21:45:56.205 UTC
34.186451,-118.364244,34.186451,-118.364244,2025-07-10 14:53:31.162 UTC
34.094272,-118.147641,34.094272,-118.147641,2025-07-10 01:41:01.275 UTC
34.153173,-118.353909,34.153173,-118.353909,2025-11-30 02:18:31.703 UTC
33.885170,-118.305874,34.013606,-118.241479,2025-11-30 02:37:06.17 UTC
34.002059,-118.072246,34.002059,-118.072246,2026-04-21 20:28:51.24 UTC
34.002059,-118.072246,34.002059,-118.072246,2026-04-21 18:30:58.714 UTC
34.002059,-118.072246,33.956024,-118.260223,2026-04-21 18:25:32.519 UTC
34.149183,-118.275224,34.149183,-118.275224,2026-04-21 14:00:44.942 UTC
34.149183,-118.275224,34.002059,-118.072246,2026-04-21 07:31:47.127 UTC
34.149183,-118.275224,34.002059,-118.072246,2026-04-21 06:33:32.173 UTC
34.149183,-118.275224,34.149183,-118.275224,2026-04-21 06:54:19.14 UTC
33.925298,-118.110358,33.925298,-118.110358,2026-04-21 05:55:41.496 UTC
34.161391,-118.260020,34.161391,-118.260020,2025-12-23 15:20:00.203 UTC
33.980917,-118.053594,33.875444,-118.211008,2026-05-28 17:02:54.378 UTC
-33.830806,151.162908,-33.830806,151.162908,2026-05-28 16:11:50.18 UTC
33.925579,-118.293995,33.925579,-118.293995,2026-05-28 23:42:22.308 UTC
33.981040,-118.102815,33.981040,-118.102815,2026-05-28 18:22:33.793 UTC
35.678719,139.682360,35.678719,139.682360,2026-05-28 22:29:34.339 UTC
-33.830806,151.162908,-33.830806,151.162908,2026-05-28 16:54:29.749 UTC
33.953254,-118.326099,33.953254,-118.326099,2025-06-02 15:00:19.332 UTC
33.925579,-118.293995,33.925579,-118.293995,2026-07-26 19:20:14.211 UTC
