Player_Latitude,Player_Longitude,Timestamp
33.925579,-118.293995,2025-06-04 13:26:25.97 UTC
33.977009,-118.109956,2025-07-23 01:37:48.833 UTC
33.953595,-118.217991,2025-07-23 03:50:23.706 UTC
41.895635,-87.733150,2025-07-23 03:22:03.739 UTC
34.094272,-118.147641,2025-11-18 15:21:06.928 UTC
35.622736,139.655754,2025-11-18 15:41:34.537 UTC
34.153173,-118.353909,2026-08-21 06:29:55.438 UTC
34.094272,-118.147641,2025-11-29 20:23:47.407 UTC
34.094272,-118.147641,2025-08-30 21:04:15.044 UTC
34.094272,-118.147641,2025-08-30 22:38:08.532 UTC
33.885170,-118.305874,2025-08-30 23:30:41.02 UTC
33.885170,-118.305874,2025-08-30 21:28:45.751 UTC
34.111795,-118.143366,2025-12-05 01:53:56.995 UTC
34.111795,-118.143366,2025-12-05 01:53:39.48 UTC
33.925579,-118.293995,2025-11-30 02:19:37.166 UTC
34.104549,-118.383538,2026-01-03 21:54:21.386 UTC
-23.532914,-46.574167,2026-01-16 15:13:02.285 UTC
33.885170,-118.305874,2026-01-16 03:18:53.802 UTC
33.912998,-118.220366,2025-12-21 21:29:27.493 UTC
33.929863,-118.154082,2025-12-21 22:14:13.217 UTC
33.929863,-118.154082,2025-12-21 19:01:03.072 UTC
33.929863,-118.154082,2025-12-21 22:15:32.246 UTC
33.929863,-118.154082,2025-12-21 22:23:52.869 UTC
33.912998,-118.220366,2025-12-21 23:05:11.604 UTC
33.929863,-118.154082,2025-12-21 22:12:10.272 UTC
33.929863,-118.154082,2025-12-21 22:13:06.673 UTC
33.912998,-118.220366,2025-12-21 23:04:31.35 UTC
33.912998,-118.220366,2025-12-21 23:04:16.596 UTC
40.748360,-74.036159,2025-12-21 18:10:10.079 UTC
33.929863,-118.154082,2025-12-21 18:48:26.489 UTC
40.748360,-74.036159,2025-12-21 18:14:26.115 UTC
33.929863,-118.154082,2025-12-21 19:25:59.037 UTC
34.194120,-118.363604,2025-08-09 21:28:02.433 UTC
-33.838112,151.258515,2025-08-09 16:54:17.742 UTC
33.885170,-118.305874,2025-07-17 01:00:11.998 UTC
34.094272,-118.147641,2025-07-17 01:30:08.364 UTC
34.094272,-118.147641,2025-07-17 02:12:09.65 UTC
33.885170,-118.305874,2025-07-17 02:10:29.994 UTC
33.885170,-118.305874,2025-07-17 01:57:53.731 UTC
34.094272,-118.147641,2025-07-17 01:29:59.462 UTC
34.094272,-118.147641,2025-07-19 22:27:32.658 UTC
34.094272,-118.147641,2025-07-19 22:27:44.432 UTC
34.094272,-118.147641,2025-07-19 22:30:49.558 UTC
34.094272,-118.147641,2025-07-19 22:27:13.588 UTC
34.094272,-118.147641,2025-07-19 22:26:08.978 UTC
34.094272,-118.147641,2025-07-19 22:26:34.358 UTC
34.094272,-118.147641,2025-07-19 22:30:36.218 UTC
34.094272,-118.147641,2025-07-19 22:35:49.815 UTC
34.094272,-118.147641,2025-07-19 21:26:14.053 UTC
40.654408,-74.018126,2025-07-19 03:23:52.432 UTC
33.885170,-118.305874,2026-01-30 22:35:54.276 UTC
33.885170,-118.305874,2025-08-21 01:13:49.628 UTC
33.885170,-118.305874,2025-07-31 00:56:32.664 UTC
33.885170,-118.305874,2025-07-31 00:57:41.069 UTC
40.759433,-73.984073,2025-10-02 14:53:18.787 UTC
34.094272,-118.147641,2025-06-16 00:53:59.876 UTC
47.642803,-122.333473,2025-12-18 16:24:26.452 UTC
34.099178,-118.309377,2025-12-18 02:08:57.529 UTC
35.622736,139.655754,2026-05-31 17:19:55.345 UTC
33.898513,-118.177390,2025-10-09 04:17:04.566 UTC
33.976515,-118.295694,2025-07-08 18:00:02.67 UTC
33.910995,-118.201611,2025-05-30 19:54:21.168 UTC
34.051912,-118.261198,2025-12-07 02:14:26.509 UTC
34.094272,-118.147641,2025-10-12 21:35:43.298 UTC
34.082946,-118.302228,2025-11-19 15:36:01.272 UTC
34.181527,-118.330798,2025-11-19 22:49:16.578 UTC
34.044739,-118.188856,2026-01-04 21:51:25.098 UTC
-23.532914,-46.574167,2025-08-05 15:12:20.6 UTC
34.082946,-118.302228,2025-08-05 15:09:58.769 UTC
