Player_Latitude,Player_Longitude,Gym_Latitude,Gym_Longitude,Timestamp
-33.880000,151.160000,-33.920000,151.240000,2026-04-11 21:27:05.752 UTC
-33.920000,151.240000,-33.920000,151.240000,2026-04-11 21:42:50.349 UTC
34.000000,-118.440000,34.040000,-118.360000,2026-04-11 22:03:59.989 UTC
34.000000,-118.440000,34.040000,-118.360000,2026-04-11 21:28:02.675 UTC
34.000000,-118.440000,34.040000,-118.360000,2026-04-11 21:12:54.381 UTC
40.760000,-73.920000,34.040000,-118.360000,2026-04-11 21:32:29.971 UTC
34.000000,-118.440000,34.040000,-118.360000,2026-04-11 21:19:09.795 UTC
41.960000,-87.600000,34.040000,-118.360000,2026-04-11 21:47:51.972 UTC
34.000000,-118.280000,34.040000,-118.360000,2026-04-11 21:43:21.601 UTC
40.640000,-73.960000,33.960000,-118.200000,2026-04-11 21:11:39.73 UTC
40.640000,-73.960000,33.960000,-118.200000,2026-04-11 21:33:38.121 UTC
33.960000,-118.200000,33.960000,-118.200000,2026-04-11 21:26:21.562 UTC
40.640000,-73.960000,33.960000,-118.200000,2026-04-11 21:49:06.653 UTC
33.960000,-118.200000,33.960000,-118.200000,2026-04-11 21:05:15.307 UTC
40.640000,-73.960000,33.960000,-118.200000,2026-04-11 21:16:06.355 UTC
40.640000,-73.960000,33.960000,-118.200000,2026-04-11 21:40:35.165 UTC
40.640000,-73.960000,33.960000,-118.200000,2026-04-11 21:48:14.517 UTC
40.680000,-74.040000,34.200000,-118.240000,2026-04-11 22:10:48.608 UTC
34.000000,-118.440000,34.040000,-118.360000,2026-04-11 22:18:02.158 UTC
34.000000,-118.440000,34.040000,-118.360000,2026-04-11 22:15:26.403 UTC
34.000000,-118.440000,34.040000,-118.360000,2026-04-11 22:32:26.553 UTC
33.960000,-118.200000,33.960000,-118.200000,2026-04-11 22:17:56.148 UTC
33.960000,-118.200000,33.960000,-118.200000,2026-04-11 22:29:02.382 UTC
33.960000,-118.200000,33.960000,-118.200000,2026-04-11 21:06:23.083 UTC
-33.880000,151.160000,-33.920000,151.240000,2026-04-11 22:44:07.476 UTC
34.000000,-118.440000,34.040000,-118.360000,2026-04-11 22:44:23.303 UTC
40.640000,-73.960000,33.960000,-118.200000,2026-04-11 22:57:37.677 UTC
33.960000,-118.200000,33.960000,-118.200000,2026-04-11 22:36:58.387 UTC
40.640000,-73.960000,33.960000,-118.200000,2026-04-11 22:48:52.682 UTC
33.960000,-118.200000,33.960000,-118.200000,2026-04-11 22:38:22.557 UTC
40.640000,-73.960000,33.960000,-118.200000,2025-11-17 00:12:46.02 UTC
40.640000,-73.960000,33.960000,-118.200000,2025-11-17 00:58:26.746 UTC
34.000000,-118.440000,34.040000,-118.360000,2025-11-17 00:02:49.184 UTC
40.640000,-73.960000,33.960000,-118.200000,2025-11-17 00:37:57.45 UTC
40.640000,-73.960000,33.960000,-118.200000,2025-11-17 00:50:31.935 UTC
40.640000,-73.960000,33.960000,-118.200000,2025-11-17 00:46:21.803 UTC
40.640000,-73.960000,33.960000,-118.200000,2025-11-17 00:49:11.593 UTC
34.000000,-118.440000,34.040000,-118.360000,2026-01-18 23:41:42.8 UTC
34.000000,-118.440000,34.040000,-118.360000,2026-01-18 23:44:11.661 UTC
34.000000,-118.440000,34.040000,-118.360000,2026-01-18 23:09:42.412 UTC
40.640000,-73.960000,33.960000,-118.200000,2026-01-18 23:45:53.943 UTC
34.000000,-118.440000,34.040000,-118.360000,2025-10-09 00:59:23.09 UTC
40.640000,-73.960000,33.960000,-118.200000,2025-10-09 01:29:08.377 UTC
40.640000,-73.960000,33.960000,-118.200000,2025-10-09 01:34:04.678 UTC
40.640000,-73.960000,33.960000,-118.200000,2025-10-09 01:29:18.849 UTC
40.640000,-73.960000,33.960000,-118.200000,2025-08-30 22:24:07.109 UTC
40.680000,-74.040000,34.200000,-118.240000,2025-08-30 21:31:11.514 UTC
34.000000,-118.440000,34.040000,-118.360000,2025-08-30 21:50:32.428 UTC
40.640000,-73.960000,33.960000,-118.200000,2025-08-30 22:09:27.596 UTC
40.640000,-73.960000,33.960000,-118.200000,2025-08-30 22:23:47.377 UTC
40.640000,-73.960000,33.960000,-118.200000,2025-08-30 22:11:07.069 UTC
40.640000,-73.960000,33.960000,-118.200000,2025-08-30 22:16:33.26 UTC
40.640000,-73.960000,33.960000,-118.200000,2025-08-30 22:22:58.12 UTC
40.640000,-73.960000,33.960000,-118.200000,2025-08-30 22:15:33.03 UTC
40.640000,-73.960000,33.960000,-118.200000,2025-08-30 22:58:52.173 UTC
40.640000,-73.960000,33.960000,-118.200000,2025-08-30 22:23:21.256 UTC
40.640000,-73.960000,33.960000,-118.200000,2025-08-30 21:14:02.231 UTC
40.640000,-73.960000,33.960000,-118.200000,2025-08-30 21:17:49.178 UTC
40.640000,-73.960000,33.960000,-118.200000,2025-08-30 21:18:16.967 UTC
40.680000,-73.960000,34.040000,-118.240000,2025-12-21 19:31:21.461 UTC
33.920000,-118.080000,34.000000,-118.120000,2025-12-21 19:29:17.817 UTC
40.640000,-73.960000,33.960000,-118.200000,2025-07-19 22:25:35.26 UTC
34.000000,-118.440000,34.040000,-118.360000,2025-07-17 00:59:41.311 UTC
40.640000,-73.960000,33.960000,-118.200000,2025-07-17 01:37:28.808 UTC
40.640000,-73.960000,33.960000,-118.200000,2025-07-17 01:32:33.286 UTC
40.640000,-73.960000,33.960000,-118.200000,2025-06-14 17:44:51.998 UTC
34.000000,-118.440000,34.040000,-118.360000,2025-07-06 22:13:09.168 UTC
34.000000,-118.440000,34.040000,-118.360000,2025-07-06 23:06:04.785 UTC
40.640000,-73.960000,33.960000,-118.200000,2025-07-06 22:22:57.72 UTC
40.640000,-73.960000,33.960000,-118.200000,2025-07-06 22:29:52.917 UTC
40.640000,-73.960000,33.960000,-118.200000,2025-07-06 22:51:21.454 UTC
40.640000,-73.960000,33.960000,-118.200000,2025-07-06 23:07:30.946 UTC
-33.920000,151.120000,-33.840000,151.200000,2026-02-22 00:01:06.464 UTC
40.640000,-73.960000,33.960000,-118.200000,2026-04-18 18:46:14.769 UTC
34.000000,-118.440000,34.040000,-118.360000,2026-04-04 22:43:09.926 UTC
40.640000,-73.960000,33.960000,-118.200000,2025-10-17 02:53:53.84 UTC
40.640000,-73.960000,33.960000,-118.200000,2025-10-17 02:55:04.761 UTC
40.640000,-73.960000,33.960000,-118.200000,2025-10-17 02:54:58.78 UTC
33.960000,-118.200000,33.960000,-118.200000,2025-10-17 02:41:22.872 UTC
34.000000,-118.440000,34.040000,-118.360000,2026-06-20 22:16:25.869 UTC
34.000000,-118.440000,34.040000,-118.360000,2026-06-20 23:08:50.085 UTC
34.000000,-118.440000,34.040000,-118.360000,2026-06-20 22:39:18.377 UTC
34.000000,-118.440000,34.040000,-118.360000,2026-06-20 23:08:19.153 UTC
34.000000,-118.440000,34.040000,-118.360000,2026-06-20 22:23:51.529 UTC
40.640000,-73.960000,33.960000,-118.200000,2026-06-20 21:58:01.745 UTC
40.640000,-73.960000,33.960000,-118.200000,2026-06-20 22:50:11.317 UTC
40.640000,-73.960000,33.960000,-118.200000,2026-06-20 22:42:35.117 UTC
40.640000,-73.960000,33.960000,-118.200000,2026-06-20 22:51:26.776 UTC
34.000000,-118.320000,34.080000,-118.240000,2025-08-02 02:34:42.969 UTC
34.000000,-118.320000,34.080000,-118.240000,2025-08-02 02:31:40.262 UTC
34.000000,-118.320000,34.080000,-118.240000,2025-08-02 03:11:03.697 UTC
34.000000,-118.320000,34.080000,-118.240000,2025-08-02 02:34:06.942 UTC
34.000000,-118.320000,34.080000,-118.240000,2025-08-02 02:33:28.876 UTC
34.000000,-118.320000,34.080000,-118.240000,2025-08-02 02:37:52.694 UTC
34.000000,-118.320000,34.080000,-118.240000,2025-08-02 03:05:20.43 UTC
34.000000,-118.320000,34.080000,-118.240000,2025-08-02 03:03:29.08 UTC
34.000000,-118.320000,34.080000,-118.240000,2025-08-02 03:08:43.915 UTC
34.000000,-118.320000,34.080000,-118.240000,2025-08-02 02:44:47.305 UTC
34.000000,-118.320000,34.080000,-118.240000,2025-08-02 02:33:07.316 UTC
34.040000,-118.240000,34.080000,-118.240000,2025-08-02 02:50:18.069 UTC
34.000000,-118.440000,34.040000,-118.360000,2025-10-12 22:10:12.235 UTC
40.680000,-74.040000,34.200000,-118.240000,2025-10-12 21:15:09.725 UTC
40.760000,-73.920000,34.040000,-118.360000,2025-10-12 22:20:01.163 UTC
34.000000,-118.440000,34.040000,-118.360000,2025-10-12 23:19:18.638 UTC
40.760000,-73.920000,34.040000,-118.360000,2025-10-12 22:28:26.958 UTC
34.000000,-118.440000,34.040000,-118.360000,2025-10-12 22:09:48.829 UTC
34.000000,-118.440000,34.040000,-118.360000,2025-10-12 21:08:30.882 UTC
34.000000,-118.440000,34.040000,-118.360000,2025-10-12 22:03:31.832 UTC
33.960000,-118.200000,33.960000,-118.200000,2025-10-12 20:43:25.867 UTC
40.640000,-73.960000,33.960000,-118.200000,2025-10-12 21:22:38.502 UTC
40.640000,-73.960000,33.960000,-118.200000,2025-10-12 21:42:04.932 UTC
40.640000,-73.960000,33.960000,-118.200000,2025-10-12 21:30:06.533 UTC
40.640000,-73.960000,33.960000,-118.200000,2025-10-12 22:14:43.087 UTC
40.640000,-73.960000,33.960000,-118.200000,2025-10-12 21:23:28.124 UTC
33.960000,-118.200000,33.960000,-118.200000,2025-10-12 21:45:01.904 UTC
40.640000,-73.960000,33.960000,-118.200000,2025-10-12 21:41:33.788 UTC
40.640000,-73.960000,33.960000,-118.200000,2025-10-12 21:32:54.895 UTC
40.640000,-73.960000,33.960000,-118.200000,2025-10-12 21:33:37.054 UTC
40.640000,-73.960000,33.960000,-118.200000,2025-10-12 21:41:11.566 UTC
34.000000,-118.440000,34.040000,-118.360000,2026-07-13 01:30:44.364 UTC
40.640000,-73.960000,33.960000,-118.200000,2026-07-13 01:20:13.174 UTC
34.040000,-118.280000,34.120000,-118.280000,2025-12-07 01:27:45.48 UTC
34.040000,-118.280000,34.120000,-118.280000,2025-12-07 01:05:53.183 UTC
34.040000,-118.280000,34.120000,-118.280000,2025-12-07 16:57:22.494 UTC
34.040000,-118.280000,34.120000,-118.280000,2025-12-07 16:57:04.656 UTC
34.040000,-118.280000,34.120000,-118.280000,2025-12-07 00:40:25.926 UTC
34.040000,-118.280000,34.120000,-118.280000,2025-12-07 01:49:06.007 UTC
34.000000,-118.000000,34.000000,-118.120000,2025-12-07 01:02:40.912 UTC
34.000000,-118.000000,34.000000,-118.120000,2025-12-07 16:56:19.126 UTC
34.000000,-118.000000,34.000000,-118.120000,2025-12-07 01:05:45.214 UTC
34.000000,-118.000000,34.000000,-118.120000,2025-12-07 00:35:57.083 UTC
34.080000,-118.400000,34.040000,-118.360000,2026-02-21 21:38:25.412 UTC
34.080000,-118.400000,34.040000,-118.360000,2026-02-21 21:39:45.769 UTC
-33.920000,151.280000,-33.840000,151.200000,2026-02-21 21:51:07.147 UTC
34.040000,-118.120000,34.040000,-118.160000,2026-02-21 00:02:01.546 UTC
34.000000,-118.440000,34.040000,-118.360000,2026-03-14 23:29:49.83 UTC
40.760000,-73.920000,34.040000,-118.360000,2026-03-14 22:37:57.645 UTC
40.640000,-73.960000,33.960000,-118.200000,2026-03-14 23:22:59.955 UTC
40.640000,-73.960000,33.960000,-118.200000,2026-03-14 22:24:22.327 UTC
40.640000,-73.960000,33.960000,-118.200000,2026-03-14 22:37:25.114 UTC
40.640000,-73.960000,33.960000,-118.200000,2026-03-14 23:20:10.9 UTC
40.640000,-73.960000,33.960000,-118.200000,2026-03-14 23:24:17.46 UTC
34.000000,-118.440000,34.040000,-118.360000,2026-07-11 23:06:53.385 UTC
34.000000,-118.440000,34.040000,-118.360000,2026-07-11 19:44:52.18 UTC
40.640000,-73.960000,33.960000,-118.200000,2026-07-11 23:31:29.968 UTC
40.640000,-73.960000,33.960000,-118.200000,2026-07-11 19:16:51.623 UTC
40.640000,-73.960000,33.960000,-118.200000,2026-07-11 18:32:36.519 UTC
40.640000,-73.960000,33.960000,-118.200000,2026-07-11 18:26:38.073 UTC
40.640000,-73.960000,33.960000,-118.200000,2026-07-11 17:36:15.512 UTC
40.640000,-73.960000,33.960000,-118.200000,2026-07-11 17:35:47.007 UTC
40.640000,-73.960000,33.960000,-118.200000,2026-07-11 17:02:18.163 UTC
40.680000,-74.040000,34.200000,-118.240000,2025-07-05 21:28:19.914 UTC
34.000000,-118.440000,34.040000,-118.360000,2025-07-05 21:59:25.799 UTC
33.960000,-118.200000,33.960000,-118.200000,2025-07-05 21:59:13.507 UTC
40.640000,-73.960000,33.960000,-118.200000,2025-07-05 22:31:28.816 UTC
40.640000,-73.960000,33.960000,-118.200000,2025-07-05 22:45:15.934 UTC
40.640000,-73.960000,33.960000,-118.200000,2026-03-28 16:28:15.06 UTC
34.000000,-118.440000,34.040000,-118.360000,2025-10-16 01:17:53.792 UTC
33.960000,-118.200000,33.960000,-118.200000,2025-10-16 01:34:13.526 UTC
34.160000,-118.120000,34.160000,-118.160000,2025-12-08 04:10:51.087 UTC
34.160000,-118.120000,34.160000,-118.160000,2025-12-08 04:11:17.195 UTC
34.160000,-118.120000,34.160000,-118.160000,2025-12-08 03:53:19.521 UTC
34.160000,-118.120000,34.160000,-118.160000,2025-12-08 04:14:38.157 UTC
34.160000,-118.120000,34.160000,-118.160000,2025-12-08 03:52:05.643 UTC
34.160000,-118.120000,34.160000,-118.160000,2025-12-08 03:51:56.114 UTC
34.160000,-118.120000,34.160000,-118.160000,2025-12-08 04:19:12.426 UTC
33.960000,-118.200000,33.960000,-118.200000,2026-02-01 22:58:22.218 UTC
40.760000,-73.920000,34.040000,-118.360000,2026-02-01 22:26:30.033 UTC
34.000000,-118.440000,34.040000,-118.360000,2026-02-01 23:10:55.709 UTC
34.000000,-118.440000,34.040000,-118.360000,2026-02-01 22:55:09.185 UTC
34.000000,-118.440000,34.040000,-118.360000,2026-02-01 22:55:59.819 UTC
40.640000,-73.960000,33.960000,-118.200000,2026-02-01 22:02:31.321 UTC
33.960000,-118.200000,33.960000,-118.200000,2026-02-01 23:03:11.539 UTC
40.640000,-73.960000,33.960000,-118.200000,2026-02-01 22:03:34.811 UTC
34.000000,-118.440000,34.040000,-118.360000,2025-09-28 20:58:37.557 UTC
34.000000,-118.440000,34.040000,-118.360000,2025-09-14 23:29:29.701 UTC
40.640000,-73.960000,33.960000,-118.200000,2025-09-14 23:28:56.558 UTC
